id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n,match result,betting result,bookmaker correct?
48Fdm4Si/,/soccer/spain/primera-division-2013-2014/atl-madrid-levante-48Fdm4Si/,TRUE,21/12/2013,SP1,2014,spain,Atletico Madrid,Levante,3,2,1.36,9.8,26,NA,NA,NA,NA,home win,FAVORITE,TRUE
4Go8aaEj/,/soccer/england/premier-league-2013-2014/fulham-manchester-city-4Go8aaEj/,TRUE,21/12/2013,E0,2014,england,Fulham,Manchester City,2,4,8.8,5.71,1.42,NA,NA,NA,NA,away win,FAVORITE,TRUE
4IGKHBtF/,/soccer/italy/serie-a-2013-2014/cagliari-napoli-4IGKHBtF/,TRUE,21/12/2013,I1,2014,italy,Cagliari,Napoli,1,1,4.8,3.75,2.05,NA,NA,NA,NA,draw,DRAW,
dIYWkR4A/,/soccer/france/ligue-1-2013-2014/bastia-montpellier-dIYWkR4A/,TRUE,21/12/2013,F1,2014,france,Bastia,Montpellier,0,0,3.15,3.25,2.8,NA,NA,NA,NA,draw,DRAW,
EFK23pZ9/,/soccer/france/ligue-1-2013-2014/toulouse-guingamp-EFK23pZ9/,TRUE,21/12/2013,F1,2014,france,Toulouse,Guingamp,0,0,1.95,3.6,5.3,NA,NA,NA,NA,draw,DRAW,
Ei6fB9Jr/,/soccer/italy/serie-a-2013-2014/livorno-udinese-Ei6fB9Jr/,TRUE,21/12/2013,I1,2014,italy,Livorno,Udinese,1,2,3.22,3.3,2.63,NA,NA,NA,NA,away win,FAVORITE,TRUE
fc89p2CA/,/soccer/spain/primera-division-2013-2014/villarreal-sevilla-fc89p2CA/,TRUE,21/12/2013,SP1,2014,spain,Villarreal,Sevilla,1,2,1.93,3.84,4.5,NA,NA,NA,NA,away win,OUTLIER,FALSE
fD41564c/,/soccer/france/ligue-1-2013-2014/st-etienne-nantes-fD41564c/,TRUE,21/12/2013,F1,2014,france,St Etienne,Nantes,2,0,1.95,3.47,5.5,NA,NA,NA,NA,home win,FAVORITE,TRUE
GM5c6nki/,/soccer/france/ligue-1-2013-2014/reims-ac-ajaccio-GM5c6nki/,TRUE,21/12/2013,F1,2014,france,Stade de Reims,AC Ajaccio,4,1,1.8,3.6,6.2,NA,NA,NA,NA,home win,FAVORITE,TRUE
IPOMPww2/,/soccer/germany/bundesliga-2013-2014/hamburger-mainz-IPOMPww2/,TRUE,21/12/2013,D1,2014,germany,Hamburg SV,Mainz,2,3,2.15,3.84,3.95,NA,NA,NA,NA,away win,OUTLIER,FALSE
jJ6rOrii/,/soccer/england/premier-league-2013-2014/manchester-united-west-ham-jJ6rOrii/,TRUE,21/12/2013,E0,2014,england,Manchester Utd,West Ham,3,1,1.37,6.1,12,NA,NA,NA,NA,home win,FAVORITE,TRUE
KbbaK0jG/,/soccer/england/premier-league-2013-2014/west-brom-hull-city-KbbaK0jG/,TRUE,21/12/2013,E0,2014,england,West Brom,Hull,1,1,2.1,3.4,4.5,NA,NA,NA,NA,draw,DRAW,
lGDBrqcp/,/soccer/france/ligue-1-2013-2014/nice-evian-tg-lGDBrqcp/,TRUE,21/12/2013,F1,2014,france,Nice,Evian Thonon Gaillard,3,1,2.02,3.3,4.85,NA,NA,NA,NA,home win,FAVORITE,TRUE
OW4jMML3/,/soccer/england/premier-league-2013-2014/stoke-city-aston-villa-OW4jMML3/,TRUE,21/12/2013,E0,2014,england,Stoke City,Aston Villa,2,1,2.18,3.45,4.49,NA,NA,NA,NA,home win,FAVORITE,TRUE
pCQERa8k/,/soccer/germany/bundesliga-2013-2014/nurnberg-schalke-pCQERa8k/,TRUE,21/12/2013,D1,2014,germany,Nurnberg,Schalke 04,0,0,3.2,3.75,2.42,NA,NA,NA,NA,draw,DRAW,
QPn40uap/,/soccer/england/premier-league-2013-2014/crystal-palace-newcastle-utd-QPn40uap/,TRUE,21/12/2013,E0,2014,england,Crystal Palace,Newcastle,0,3,3.25,3.4,2.56,NA,NA,NA,NA,away win,FAVORITE,TRUE
vBozZsGF/,/soccer/germany/bundesliga-2013-2014/dortmund-hertha-berlin-vBozZsGF/,TRUE,21/12/2013,D1,2014,germany,Borussia Dortmund,Hertha Berlin,1,2,1.37,6.4,11.5,NA,NA,NA,NA,away win,OUTLIER,FALSE
voALs0dT/,/soccer/spain/primera-division-2013-2014/betis-almeria-voALs0dT/,TRUE,21/12/2013,SP1,2014,spain,Real Betis,Almeria,0,1,1.8,4.05,5.93,NA,NA,NA,NA,away win,OUTLIER,FALSE
vZPIQJNe/,/soccer/germany/bundesliga-2013-2014/freiburg-hannover-vZPIQJNe/,TRUE,21/12/2013,D1,2014,germany,SC Freiburg,Hannover 96,2,1,2.65,3.5,2.92,NA,NA,NA,NA,home win,FAVORITE,TRUE
W8MASugq/,/soccer/germany/bundesliga-2013-2014/werder-bremen-bayer-leverkusen-W8MASugq/,TRUE,21/12/2013,D1,2014,germany,Werder Bremen,Bayer Leverkusen,1,0,5.4,4.33,1.77,NA,NA,NA,NA,home win,OUTLIER,FALSE
WjgMqof8/,/soccer/england/premier-league-2013-2014/liverpool-cardiff-WjgMqof8/,TRUE,21/12/2013,E0,2014,england,Liverpool,Cardiff,3,1,1.25,8.8,19,NA,NA,NA,NA,home win,FAVORITE,TRUE
xz9fLtyA/,/soccer/england/premier-league-2013-2014/sunderland-norwich-xz9fLtyA/,TRUE,21/12/2013,E0,2014,england,Sunderland,Norwich City,0,0,2.25,3.45,3.84,NA,NA,NA,NA,draw,DRAW,
YX69msV8/,/soccer/germany/bundesliga-2013-2014/braunschweig-hoffenheim-YX69msV8/,TRUE,21/12/2013,D1,2014,germany,TSV Eintracht Braunschweig,TSG Hoffenheim,1,0,4.25,3.95,2,NA,NA,NA,NA,home win,OUTLIER,FALSE
zPLb4QJ3/,/soccer/france/ligue-1-2013-2014/sochaux-rennes-zPLb4QJ3/,TRUE,21/12/2013,F1,2014,france,Sochaux,Stade Rennes,2,1,3.15,3.3,2.7,NA,NA,NA,NA,home win,OUTLIER,FALSE
2JHFs3Cj/,/soccer/france/ligue-1-2013-2014/paris-sg-lille-2JHFs3Cj/,TRUE,22/12/2013,F1,2014,france,Paris Saint-Germain,Lille,2,2,1.56,4.5,8,NA,NA,NA,NA,draw,DRAW,
4rxul5ZM/,/soccer/france/ligue-1-2013-2014/marseille-bordeaux-4rxul5ZM/,TRUE,22/12/2013,F1,2014,france,Marseille,Bordeaux,2,2,2.11,3.35,4.51,NA,NA,NA,NA,draw,DRAW,
4ta78731/,/soccer/italy/serie-a-2013-2014/sampdoria-parma-4ta78731/,TRUE,22/12/2013,I1,2014,italy,Sampdoria,Parma,1,1,2.75,3.25,3.15,NA,NA,NA,NA,draw,DRAW,
6XBDqMRG/,/soccer/spain/primera-division-2013-2014/ath-bilbao-rayo-vallecano-6XBDqMRG/,TRUE,22/12/2013,SP1,2014,spain,Athletic Bilbao,Rayo Vallecano,2,1,1.55,4.9,7.4,NA,NA,NA,NA,home win,FAVORITE,TRUE
AJNBJXB2/,/soccer/italy/serie-a-2013-2014/atalanta-juventus-AJNBJXB2/,TRUE,22/12/2013,I1,2014,italy,Atalanta,Juventus,1,4,11.01,5.3,1.45,NA,NA,NA,NA,away win,FAVORITE,TRUE
bVjhxvKj/,/soccer/spain/primera-division-2013-2014/celta-vigo-osasuna-bVjhxvKj/,TRUE,22/12/2013,SP1,2014,spain,Celta Vigo,Osasuna,1,1,2.08,3.65,4.4,NA,NA,NA,NA,draw,DRAW,
CrKSFkBR/,/soccer/italy/serie-a-2013-2014/inter-ac-milan-CrKSFkBR/,TRUE,22/12/2013,I1,2014,italy,Internazionale,AC Milan,1,0,2.82,3.45,2.92,NA,NA,NA,NA,home win,FAVORITE,TRUE
CYI4orc4/,/soccer/spain/primera-division-2013-2014/getafe-barcelona-CYI4orc4/,TRUE,22/12/2013,SP1,2014,spain,Getafe,Barcelona,2,5,9.5,5.8,1.42,NA,NA,NA,NA,away win,FAVORITE,TRUE
CYvz1Ndi/,/soccer/spain/primera-division-2013-2014/valencia-real-madrid-CYvz1Ndi/,TRUE,22/12/2013,SP1,2014,spain,Valencia,Real Madrid,2,3,6.25,4.7,1.65,NA,NA,NA,NA,away win,FAVORITE,TRUE
dGeaATYl/,/soccer/italy/serie-a-2013-2014/as-roma-catania-dGeaATYl/,TRUE,22/12/2013,I1,2014,italy,AS Roma,Catania,4,0,1.27,7.7,21.26,NA,NA,NA,NA,home win,FAVORITE,TRUE
Gx2fUlQK/,/soccer/italy/serie-a-2013-2014/torino-chievo-Gx2fUlQK/,TRUE,22/12/2013,I1,2014,italy,Torino,Chievo Verona,4,1,2.05,3.44,4.7,NA,NA,NA,NA,home win,FAVORITE,TRUE
KvhlwK4p/,/soccer/spain/primera-division-2013-2014/espanyol-valladolid-KvhlwK4p/,TRUE,22/12/2013,SP1,2014,spain,Espanyol,Real Valladolid,4,2,1.85,3.65,5.5,NA,NA,NA,NA,home win,FAVORITE,TRUE
MgRFIiR8/,/soccer/italy/serie-a-2013-2014/bologna-genoa-MgRFIiR8/,TRUE,22/12/2013,I1,2014,italy,Bologna,Genoa,1,0,2.2,3.4,4.1,NA,NA,NA,NA,home win,FAVORITE,TRUE
nyovY1VL/,/soccer/germany/bundesliga-2013-2014/b-monchengladbach-wolfsburg-nyovY1VL/,TRUE,22/12/2013,D1,2014,germany,Borussia Monchengladbach,VfL Wolfsburg,2,2,2.32,3.64,3.6,NA,NA,NA,NA,draw,DRAW,
pfcQr59E/,/soccer/england/premier-league-2013-2014/swansea-everton-pfcQr59E/,TRUE,22/12/2013,E0,2014,england,Swansea,Everton,1,2,3.6,3.45,2.45,NA,NA,NA,NA,away win,FAVORITE,TRUE
r9FOGVeL/,/soccer/italy/serie-a-2013-2014/verona-lazio-r9FOGVeL/,TRUE,22/12/2013,I1,2014,italy,Hellas Verona,Lazio,4,1,3.1,3.35,2.64,NA,NA,NA,NA,home win,OUTLIER,FALSE
rP3nWAe8/,/soccer/italy/serie-a-2013-2014/sassuolo-fiorentina-rP3nWAe8/,TRUE,22/12/2013,I1,2014,italy,Sassuolo,Fiorentina,0,1,4.5,3.65,2.05,NA,NA,NA,NA,away win,FAVORITE,TRUE
U95nN26c/,/soccer/england/premier-league-2013-2014/southampton-tottenham-U95nN26c/,TRUE,22/12/2013,E0,2014,england,Southampton,Tottenham,2,3,2.62,3.64,2.95,NA,NA,NA,NA,away win,OUTLIER,FALSE
z9XzkoKG/,/soccer/france/ligue-1-2013-2014/lorient-lyon-z9XzkoKG/,TRUE,22/12/2013,F1,2014,france,Lorient,Lyon,2,2,2.88,3.38,2.8,NA,NA,NA,NA,draw,DRAW,
8p0x5LjT/,/soccer/england/premier-league-2013-2014/arsenal-chelsea-8p0x5LjT/,TRUE,23/12/2013,E0,2014,england,Arsenal,Chelsea,0,0,2.6,3.45,3.06,NA,NA,NA,NA,draw,DRAW,
bkc3JK5M/,/soccer/england/premier-league-2013-2014/aston-villa-crystal-palace-bkc3JK5M/,TRUE,26/12/2013,E0,2014,england,Aston Villa,Crystal Palace,0,1,2,3.5,4.9,NA,NA,NA,NA,away win,OUTLIER,FALSE
CdwvDIrj/,/soccer/england/premier-league-2013-2014/manchester-city-liverpool-CdwvDIrj/,TRUE,26/12/2013,E0,2014,england,Manchester City,Liverpool,2,1,1.88,4.15,4.55,NA,NA,NA,NA,home win,FAVORITE,TRUE
GQTTZuj3/,/soccer/england/premier-league-2013-2014/tottenham-west-brom-GQTTZuj3/,TRUE,26/12/2013,E0,2014,england,Tottenham,West Brom,1,1,1.73,4.55,7,NA,NA,NA,NA,draw,DRAW,
I7eYtqvR/,/soccer/england/premier-league-2013-2014/chelsea-swansea-I7eYtqvR/,TRUE,26/12/2013,E0,2014,england,Chelsea,Swansea,1,0,1.4,5.9,13,NA,NA,NA,NA,home win,FAVORITE,TRUE
OWtrCxbd/,/soccer/england/premier-league-2013-2014/newcastle-utd-stoke-city-OWtrCxbd/,TRUE,26/12/2013,E0,2014,england,Newcastle,Stoke City,5,1,1.8,3.85,6.1,NA,NA,NA,NA,home win,FAVORITE,TRUE
SO17IvLS/,/soccer/england/premier-league-2013-2014/everton-sunderland-SO17IvLS/,TRUE,26/12/2013,E0,2014,england,Everton,Sunderland,0,1,1.42,5.8,12,NA,NA,NA,NA,away win,OUTLIER,FALSE
UXmZDbTq/,/soccer/england/premier-league-2013-2014/hull-city-manchester-united-UXmZDbTq/,TRUE,26/12/2013,E0,2014,england,Hull,Manchester Utd,2,3,6.7,4.25,1.68,NA,NA,NA,NA,away win,FAVORITE,TRUE
vHdUsPOK/,/soccer/england/premier-league-2013-2014/cardiff-southampton-vHdUsPOK/,TRUE,26/12/2013,E0,2014,england,Cardiff,Southampton,0,3,3.55,3.45,2.45,NA,NA,NA,NA,away win,FAVORITE,TRUE
xzVPzMzc/,/soccer/england/premier-league-2013-2014/norwich-fulham-xzVPzMzc/,TRUE,26/12/2013,E0,2014,england,Norwich City,Fulham,1,2,2.15,3.7,4.7,NA,NA,NA,NA,away win,OUTLIER,FALSE
Y1OYYa59/,/soccer/england/premier-league-2013-2014/west-ham-arsenal-Y1OYYa59/,TRUE,26/12/2013,E0,2014,england,West Ham,Arsenal,1,3,7.2,4.75,1.67,NA,NA,NA,NA,away win,FAVORITE,TRUE
44TLXv1D/,/soccer/england/premier-league-2013-2014/manchester-city-crystal-palace-44TLXv1D/,TRUE,28/12/2013,E0,2014,england,Manchester City,Crystal Palace,1,0,1.2,10.5,24.38,NA,NA,NA,NA,home win,FAVORITE,TRUE
b1w1x3nr/,/soccer/england/premier-league-2013-2014/aston-villa-swansea-b1w1x3nr/,TRUE,28/12/2013,E0,2014,england,Aston Villa,Swansea,1,1,3.09,3.44,2.75,NA,NA,NA,NA,draw,DRAW,
je2vjMGs/,/soccer/england/premier-league-2013-2014/west-ham-west-brom-je2vjMGs/,TRUE,28/12/2013,E0,2014,england,West Ham,West Brom,3,3,2.74,3.35,3,NA,NA,NA,NA,draw,DRAW,
QDUHYKo7/,/soccer/england/premier-league-2013-2014/hull-city-fulham-QDUHYKo7/,TRUE,28/12/2013,E0,2014,england,Hull,Fulham,6,0,2.25,3.45,4.55,NA,NA,NA,NA,home win,FAVORITE,TRUE
WAL7ergK/,/soccer/england/premier-league-2013-2014/norwich-manchester-united-WAL7ergK/,TRUE,28/12/2013,E0,2014,england,Norwich City,Manchester Utd,0,1,6,4.05,1.72,NA,NA,NA,NA,away win,FAVORITE,TRUE
xhx5yN1l/,/soccer/england/premier-league-2013-2014/cardiff-sunderland-xhx5yN1l/,TRUE,28/12/2013,E0,2014,england,Cardiff,Sunderland,2,2,2.55,3.4,3.3,NA,NA,NA,NA,draw,DRAW,
EZACf28Q/,/soccer/england/premier-league-2013-2014/tottenham-stoke-city-EZACf28Q/,TRUE,29/12/2013,E0,2014,england,Tottenham,Stoke City,3,0,1.55,4.95,9.5,NA,NA,NA,NA,home win,FAVORITE,TRUE
hKM3dOwE/,/soccer/england/premier-league-2013-2014/newcastle-utd-arsenal-hKM3dOwE/,TRUE,29/12/2013,E0,2014,england,Newcastle,Arsenal,0,1,3.6,3.55,2.38,NA,NA,NA,NA,away win,FAVORITE,TRUE
rkuDZ0W0/,/soccer/england/premier-league-2013-2014/everton-southampton-rkuDZ0W0/,TRUE,29/12/2013,E0,2014,england,Everton,Southampton,2,1,1.97,3.6,4.7,NA,NA,NA,NA,home win,FAVORITE,TRUE
WEy9zsHf/,/soccer/england/premier-league-2013-2014/chelsea-liverpool-WEy9zsHf/,TRUE,29/12/2013,E0,2014,england,Chelsea,Liverpool,2,1,2.43,3.5,3.45,NA,NA,NA,NA,home win,FAVORITE,TRUE
0GvFEVJf/,/soccer/england/premier-league-2013-2014/manchester-united-tottenham-0GvFEVJf/,TRUE,01/01/2014,E0,2014,england,Manchester Utd,Tottenham,1,2,1.75,4.3,6.1,NA,NA,NA,NA,away win,OUTLIER,FALSE
4lo6Gikr/,/soccer/england/premier-league-2013-2014/fulham-west-ham-4lo6Gikr/,TRUE,01/01/2014,E0,2014,england,Fulham,West Ham,2,1,2.4,3.5,3.55,NA,NA,NA,NA,home win,FAVORITE,TRUE
ChNxYJKF/,/soccer/england/premier-league-2013-2014/crystal-palace-norwich-ChNxYJKF/,TRUE,01/01/2014,E0,2014,england,Crystal Palace,Norwich City,1,1,2.4,3.32,3.5,NA,NA,NA,NA,draw,DRAW,
IikAFB4l/,/soccer/england/premier-league-2013-2014/liverpool-hull-city-IikAFB4l/,TRUE,01/01/2014,E0,2014,england,Liverpool,Hull,2,0,1.35,6.2,13,NA,NA,NA,NA,home win,FAVORITE,TRUE
nXxNC9l7/,/soccer/england/premier-league-2013-2014/stoke-city-everton-nXxNC9l7/,TRUE,01/01/2014,E0,2014,england,Stoke City,Everton,1,1,5.2,3.8,1.88,NA,NA,NA,NA,draw,DRAW,
O80nl0of/,/soccer/england/premier-league-2013-2014/swansea-manchester-city-O80nl0of/,TRUE,01/01/2014,E0,2014,england,Swansea,Manchester City,2,3,6.1,4.2,1.71,NA,NA,NA,NA,away win,FAVORITE,TRUE
pI1rktWm/,/soccer/england/premier-league-2013-2014/arsenal-cardiff-pI1rktWm/,TRUE,01/01/2014,E0,2014,england,Arsenal,Cardiff,2,0,1.28,7.2,17,NA,NA,NA,NA,home win,FAVORITE,TRUE
QNyRBT3D/,/soccer/england/premier-league-2013-2014/sunderland-aston-villa-QNyRBT3D/,TRUE,01/01/2014,E0,2014,england,Sunderland,Aston Villa,0,1,2.15,3.45,4.03,NA,NA,NA,NA,away win,OUTLIER,FALSE
SSF9zDtE/,/soccer/england/premier-league-2013-2014/west-brom-newcastle-utd-SSF9zDtE/,TRUE,01/01/2014,E0,2014,england,West Brom,Newcastle,1,0,2.45,3.55,3.35,NA,NA,NA,NA,home win,FAVORITE,TRUE
v7wJDkZ0/,/soccer/england/premier-league-2013-2014/southampton-chelsea-v7wJDkZ0/,TRUE,01/01/2014,E0,2014,england,Southampton,Chelsea,0,3,4.15,3.6,2.1,NA,NA,NA,NA,away win,FAVORITE,TRUE
80Yra1R3/,/soccer/spain/primera-division-2013-2014/malaga-atl-madrid-80Yra1R3/,TRUE,04/01/2014,SP1,2014,spain,Malaga,Atletico Madrid,0,1,7.4,4.6,1.57,NA,NA,NA,NA,away win,FAVORITE,TRUE
Qyqv0sCc/,/soccer/spain/primera-division-2013-2014/valencia-levante-Qyqv0sCc/,TRUE,04/01/2014,SP1,2014,spain,Valencia,Levante,2,0,1.47,5.1,8.5,NA,NA,NA,NA,home win,FAVORITE,TRUE
v3RQjwZq/,/soccer/spain/primera-division-2013-2014/almeria-granada-cf-v3RQjwZq/,TRUE,04/01/2014,SP1,2014,spain,Almeria,Granada,3,0,2.76,3.35,2.96,NA,NA,NA,NA,home win,FAVORITE,TRUE
YPQUkclj/,/soccer/spain/primera-division-2013-2014/valladolid-betis-YPQUkclj/,TRUE,04/01/2014,SP1,2014,spain,Real Valladolid,Real Betis,0,0,2.75,3.44,2.89,NA,NA,NA,NA,draw,DRAW,
2szaeJQS/,/soccer/spain/primera-division-2013-2014/real-sociedad-ath-bilbao-2szaeJQS/,TRUE,05/01/2014,SP1,2014,spain,Real Sociedad,Athletic Bilbao,2,0,2.27,3.6,3.7,NA,NA,NA,NA,home win,FAVORITE,TRUE
CGPYlH3d/,/soccer/spain/primera-division-2013-2014/osasuna-espanyol-CGPYlH3d/,TRUE,05/01/2014,SP1,2014,spain,Osasuna,Espanyol,1,0,2.47,3.3,3.48,NA,NA,NA,NA,home win,FAVORITE,TRUE
ERM3xnIs/,/soccer/italy/serie-a-2013-2014/juventus-as-roma-ERM3xnIs/,TRUE,05/01/2014,I1,2014,italy,Juventus,AS Roma,3,0,1.74,3.95,5.8,NA,NA,NA,NA,home win,FAVORITE,TRUE
niXnbLtA/,/soccer/spain/primera-division-2013-2014/barcelona-elche-niXnbLtA/,TRUE,05/01/2014,SP1,2014,spain,Barcelona,Elche,4,0,1.09,18,46.14,NA,NA,NA,NA,home win,FAVORITE,TRUE
QsSNCYUS/,/soccer/italy/serie-a-2013-2014/fiorentina-livorno-QsSNCYUS/,TRUE,05/01/2014,I1,2014,italy,Fiorentina,Livorno,1,0,1.35,5.7,12,NA,NA,NA,NA,home win,FAVORITE,TRUE
rmnZM6If/,/soccer/italy/serie-a-2013-2014/chievo-cagliari-rmnZM6If/,TRUE,05/01/2014,I1,2014,italy,Chievo Verona,Cagliari,0,0,2.6,3.2,3.38,NA,NA,NA,NA,draw,DRAW,
tSojcudG/,/soccer/spain/primera-division-2013-2014/sevilla-getafe-tSojcudG/,TRUE,05/01/2014,SP1,2014,spain,Sevilla,Getafe,3,0,1.59,4.45,6.7,NA,NA,NA,NA,home win,FAVORITE,TRUE
23Jk8hwp/,/soccer/italy/serie-a-2013-2014/parma-torino-23Jk8hwp/,TRUE,06/01/2014,I1,2014,italy,Parma,Torino,3,1,2.32,3.44,3.9,NA,NA,NA,NA,home win,FAVORITE,TRUE
bwyjlqHg/,/soccer/italy/serie-a-2013-2014/udinese-verona-bwyjlqHg/,TRUE,06/01/2014,I1,2014,italy,Udinese,Hellas Verona,1,3,1.83,3.9,5.82,NA,NA,NA,NA,away win,OUTLIER,FALSE
fstXs8fK/,/soccer/italy/serie-a-2013-2014/genoa-sassuolo-fstXs8fK/,TRUE,06/01/2014,I1,2014,italy,Genoa,Sassuolo,2,0,2.36,3.4,3.6,NA,NA,NA,NA,home win,FAVORITE,TRUE
KIpfdaBM/,/soccer/spain/primera-division-2013-2014/rayo-vallecano-villarreal-KIpfdaBM/,TRUE,06/01/2014,SP1,2014,spain,Rayo Vallecano,Villarreal,2,5,3.8,3.55,2.29,NA,NA,NA,NA,away win,FAVORITE,TRUE
lY8HD0tc/,/soccer/spain/primera-division-2013-2014/real-madrid-celta-vigo-lY8HD0tc/,TRUE,06/01/2014,SP1,2014,spain,Real Madrid,Celta Vigo,3,0,1.09,17,42.82,NA,NA,NA,NA,home win,FAVORITE,TRUE
MiQBzQnf/,/soccer/italy/serie-a-2013-2014/lazio-inter-MiQBzQnf/,TRUE,06/01/2014,I1,2014,italy,Lazio,Internazionale,1,0,2.68,3.4,3.05,NA,NA,NA,NA,home win,FAVORITE,TRUE
r7EKY3H6/,/soccer/italy/serie-a-2013-2014/ac-milan-atalanta-r7EKY3H6/,TRUE,06/01/2014,I1,2014,italy,AC Milan,Atalanta,3,0,1.51,4.6,9.2,NA,NA,NA,NA,home win,FAVORITE,TRUE
UNCSWsnJ/,/soccer/italy/serie-a-2013-2014/napoli-sampdoria-UNCSWsnJ/,TRUE,06/01/2014,I1,2014,italy,Napoli,Sampdoria,2,0,1.42,5.3,9.6,NA,NA,NA,NA,home win,FAVORITE,TRUE
zNrROSmr/,/soccer/italy/serie-a-2013-2014/catania-bologna-zNrROSmr/,TRUE,06/01/2014,I1,2014,italy,Catania,Bologna,2,0,2.15,3.4,4.65,NA,NA,NA,NA,home win,FAVORITE,TRUE
69Hxtjyn/,/soccer/france/ligue-1-2013-2014/st-etienne-evian-tg-69Hxtjyn/,TRUE,08/01/2014,F1,2014,france,St Etienne,Evian Thonon Gaillard,1,0,1.57,4.4,7.7,NA,NA,NA,NA,home win,FAVORITE,TRUE
GrsYIPYd/,/soccer/france/ligue-1-2013-2014/montpellier-monaco-GrsYIPYd/,TRUE,10/01/2014,F1,2014,france,Montpellier,AS Monaco,1,1,5,3.55,1.92,NA,NA,NA,NA,draw,DRAW,
QJk83GIk/,/soccer/spain/primera-division-2013-2014/granada-cf-valladolid-QJk83GIk/,TRUE,10/01/2014,SP1,2014,spain,Granada,Real Valladolid,4,0,2.05,3.45,4.5,NA,NA,NA,NA,home win,FAVORITE,TRUE
0WrpGNIF/,/soccer/france/ligue-1-2013-2014/valenciennes-bastia-0WrpGNIF/,TRUE,11/01/2014,F1,2014,france,Valenciennes,Bastia,3,2,2.2,3.53,3.95,NA,NA,NA,NA,home win,FAVORITE,TRUE
6Dasd2Rq/,/soccer/france/ligue-1-2013-2014/guingamp-st-etienne-6Dasd2Rq/,TRUE,11/01/2014,F1,2014,france,Guingamp,St Etienne,0,0,3.4,3.25,2.5,NA,NA,NA,NA,draw,DRAW,
8064PnYC/,/soccer/england/premier-league-2013-2014/tottenham-crystal-palace-8064PnYC/,TRUE,11/01/2014,E0,2014,england,Tottenham,Crystal Palace,2,0,1.44,5.1,9.4,NA,NA,NA,NA,home win,FAVORITE,TRUE
8xK624lG/,/soccer/france/ligue-1-2013-2014/ac-ajaccio-paris-sg-8xK624lG/,TRUE,11/01/2014,F1,2014,france,AC Ajaccio,Paris Saint-Germain,1,2,19,7.8,1.22,NA,NA,NA,NA,away win,FAVORITE,TRUE
dQIg7Chj/,/soccer/italy/serie-a-2013-2014/bologna-lazio-dQIg7Chj/,TRUE,11/01/2014,I1,2014,italy,Bologna,Lazio,0,0,3.7,3.44,2.34,NA,NA,NA,NA,draw,DRAW,
Ew3kftdd/,/soccer/france/ligue-1-2013-2014/lyon-sochaux-Ew3kftdd/,TRUE,11/01/2014,F1,2014,france,Lyon,Sochaux,2,0,1.46,4.9,9.3,NA,NA,NA,NA,home win,FAVORITE,TRUE
fw0lTUYm/,/soccer/england/premier-league-2013-2014/hull-city-chelsea-fw0lTUYm/,TRUE,11/01/2014,E0,2014,england,Hull,Chelsea,0,2,6.6,4,1.68,NA,NA,NA,NA,away win,FAVORITE,TRUE
jVWrmK00/,/soccer/england/premier-league-2013-2014/cardiff-west-ham-jVWrmK00/,TRUE,11/01/2014,E0,2014,england,Cardiff,West Ham,0,2,2.1,3.67,4.1,NA,NA,NA,NA,away win,OUTLIER,FALSE
Mo7PBvB9/,/soccer/spain/primera-division-2013-2014/atl-madrid-barcelona-Mo7PBvB9/,TRUE,11/01/2014,SP1,2014,spain,Atletico Madrid,Barcelona,0,0,3.22,3.55,2.56,NA,NA,NA,NA,draw,DRAW,
MuOA1O3M/,/soccer/france/ligue-1-2013-2014/bordeaux-toulouse-MuOA1O3M/,TRUE,11/01/2014,F1,2014,france,Bordeaux,Toulouse,0,1,2.14,3.37,4.5,NA,NA,NA,NA,away win,OUTLIER,FALSE
MuptH339/,/soccer/france/ligue-1-2013-2014/rennes-nice-MuptH339/,TRUE,11/01/2014,F1,2014,france,Stade Rennes,Nice,0,0,2.18,3.3,4.35,NA,NA,NA,NA,draw,DRAW,
nTj44d3q/,/soccer/spain/primera-division-2013-2014/ath-bilbao-almeria-nTj44d3q/,TRUE,11/01/2014,SP1,2014,spain,Athletic Bilbao,Almeria,6,1,1.37,5.7,10,NA,NA,NA,NA,home win,FAVORITE,TRUE
SjbdR830/,/soccer/england/premier-league-2013-2014/southampton-west-brom-SjbdR830/,TRUE,11/01/2014,E0,2014,england,Southampton,West Brom,1,0,1.9,3.9,5.1,NA,NA,NA,NA,home win,FAVORITE,TRUE
ULVnnvG6/,/soccer/england/premier-league-2013-2014/manchester-united-swansea-ULVnnvG6/,TRUE,11/01/2014,E0,2014,england,Manchester Utd,Swansea,2,0,1.59,4.45,8.1,NA,NA,NA,NA,home win,FAVORITE,TRUE
x25qUAJs/,/soccer/england/premier-league-2013-2014/fulham-sunderland-x25qUAJs/,TRUE,11/01/2014,E0,2014,england,Fulham,Sunderland,1,4,2.24,3.4,3.95,NA,NA,NA,NA,away win,OUTLIER,FALSE
YLATAbQF/,/soccer/spain/primera-division-2013-2014/elche-sevilla-YLATAbQF/,TRUE,11/01/2014,SP1,2014,spain,Elche,Sevilla,1,1,4.35,3.74,2.07,NA,NA,NA,NA,draw,DRAW,
